file_no	scene_name	character_name	noLines
162	Celia's apartment	JERRY	17
162	Central Park	GEORGE	1
162	Coffee room	ELAINE	7
162	Elaine's office	ELAINE	7
162	Elaine's office	PETERMAN	4
162	George's Car	GEORGE	4
162	In George's car	GEORGE	4
162	Jerry and Elaine walking in the hallway up to Jerry's apartment door	ELAINE	3
162	Jerry and Elaine walking in the hallway up to Jerry's apartment door	JERRY	5
162	Jerry and Elaine walking in the hallway up to Jerry's apartment door	KRAMER	8
162	Jerry and Kramer still walking along the sidewalk talking	JERRY	5
162	Jerry and Kramer still walking along the sidewalk talking	KRAMER	5
162	Jerry and Kramer walking along on the sidewalk	JERRY	6
162	Jerry and Kramer walking along on the sidewalk	KRAMER	5
162	Kramer's Apartment - The Merv Griffin set	ELAINE	7
162	Kramer's Apartment - The Merv Griffin set	GEORGE	9
162	Kramer's Apartment - The Merv Griffin set	JERRY	16
162	Kramer's Apartment - The Merv Griffin set	KRAMER	34
162	Kramer's Apartment - The Merv Griffin set	NEWMAN	9
162	Monk's	ELAINE	12
162	Monk's	GEORGE	16
162	Monk's	JERRY	19
162	Monk's	KRAMER	6
162	Peterman's	ELAINE	3
162	Peterman's Office	ELAINE	4
162	Peterman's Office	PETERMAN	3
162	Veterinary Clinic	GEORGE	8
163	5A, George is showing Jerry the picture.	ELAINE	10
163	5A, George is showing Jerry the picture.	GEORGE	18
163	5A, George is showing Jerry the picture.	JERRY	18
163	5A, George is showing Jerry the picture.	KRAMER	3
163	5A, Jerry, George and Kramer.	ELAINE	7
163	5A, Jerry, George and Kramer.	GEORGE	8
163	5A, Jerry, George and Kramer.	JERRY	11
163	5A, Jerry, George and Kramer.	KRAMER	7
163	5A. Jerry and George	GEORGE	5
163	5A. Jerry and George	JERRY	8
163	5A. Jerry and George	KRAMER	9
163	5A. Jerry and Kramer.	JERRY	7
163	5A. Jerry and Kramer.	KRAMER	8
163	5A. Kramer is slicing meat with a meat slicer. Jerry comes in.	ELAINE	7
163	5A. Kramer is slicing meat with a meat slicer. Jerry comes in.	JERRY	6
163	5A. Kramer is slicing meat with a meat slicer. Jerry comes in.	KRAMER	5
163	Elaine is on the phone and the radio plays music very loud (Iron Butterfly: In-A-Gadda-Da-Vida)	ELAINE	3
163	Elaine is trying to get the shoe heal off the slicer.	ELAINE	5
163	Elaine is trying to get the shoe heal off the slicer.	KRAMER	6
163	Elaine tries to go to feed the cat, but door knob comes loose to her hand.	ELAINE	1
163	Elaine wakes up in bed with Jerry.	ELAINE	7
163	Elaine wakes up in bed with Jerry.	GEORGE	3
163	Elaine wakes up in bed with Jerry.	JERRY	6
163	Elaine wakes up in bed with Jerry.	KRAMER	2
163	Elaine's apartment. She is opening letters with the slicer and talking on the phone.	ELAINE	2
163	Elaine's apartment. She is reading a catalog on her bed.	ELAINE	1
163	Elaine's bedroom. Cat is meowing next door.	ELAINE	1
163	Elaine's building. Elaine and Kramer.	ELAINE	6
163	Elaine's building. Elaine and Kramer.	KRAMER	8
163	Elaine's hallway. Kramer and Elaine are sizing the space under the door.	ELAINE	9
163	Elaine's hallway. Kramer and Elaine are sizing the space under the door.	KRAMER	10
163	Flash Foto. George is picking up the photo.	GEORGE	6
163	Jerry and Sara at Sara's office.	JERRY	3
163	Jerry is on the revenge date with Sara.	JERRY	5
163	Kruger's office	ELAINE	2
163	Kruger's office	GEORGE	8
163	Kruger's office	JERRY	3
163	Kruger's office	KRAMER	3
163	Kruger's. George and Sara.	GEORGE	8
163	Kruger's. George and Sara.	JERRY	5
163	Kruger's. George and Sara.	KRAMER	4
163	Kruger's. Kramer is examining Mr. Kruger.	GEORGE	7
163	Kruger's. Kramer is examining Mr. Kruger.	KRAMER	10
163	Monk's cafe. Jerry and Dr. Sara Sitarides.	JERRY	3
163	Monk's cafe. Jerry, George and Kramer.	GEORGE	8
163	Monk's cafe. Jerry, George and Kramer.	JERRY	6
163	Monk's cafe. Jerry, George and Kramer.	KRAMER	6
163	Mr. Kruger's office. Kruger is reading George's CV.	GEORGE	3
164		ELAINE	3
164		GEORGE	6
164		JERRY	6
164		KRAMER	5
164	Setting: A building in India - the wedding ceremony is about to start	ELAINE	9
164	Setting: A building in India - the wedding ceremony is about to start	GEORGE	12
164	Setting: A building in India - the wedding ceremony is about to start	JERRY	8
164	Setting: Airplane	ELAINE	1
164	Setting: Airplane	GEORGE	5
164	Setting: Airplane	JERRY	3
164	Setting: Elaine's apartment building	ELAINE	1
164	Setting: FDR's apartment	KRAMER	1
164	Setting: FDR's apartment	MAN	1
164	Setting: FDR's apartment building	ELAINE	7
164	Setting: FDR's apartment building	GEORGE	8
164	Setting: FDR's apartment building	JERRY	12
164	Setting: FDR's apartment building	KRAMER	9
164	Setting: India	ELAINE	3
164	Setting: India	GEORGE	6
164	Setting: India	JERRY	3
164	Setting: Indian Airport	ELAINE	8
164	Setting: Indian Airport	GEORGE	2
164	Setting: Indian Airport	JERRY	4
164	Setting: Jerry's apartment	ELAINE	22
164	Setting: Jerry's apartment	GEORGE	7
164	Setting: Jerry's apartment	JERRY	24
164	Setting: Jerry's apartment	KRAMER	4
164	Setting: Jerry's new apartment	JERRY	4
164	Setting: Jerry's new apartment	KRAMER	5
164	Setting: Jerry's room in India	ELAINE	10
164	Setting: Jerry's room in India	JERRY	9
164	Setting: Jerry's room, India	ELAINE	1
164	Setting: Jerry's room, India	JERRY	1
164	Setting: Jerry/Kramer's apartment building	KRAMER	2
164	Setting: Jerry/Kramer's apartment building	MAN	2
164	Setting: New York park	KRAMER	5
164	Setting: New York street	KRAMER	1
164	Setting: Newman's apartment	JERRY	2
164	Setting: Newman's apartment	KRAMER	11
164	Setting: Newman's apartment	NEWMAN	10
164	Setting: Newman's apartment	WOMAN	3
164	Setting: NYC Street	GEORGE	4
164	Setting: NYC Street	JERRY	5
164	Setting: NYC Street	KRAMER	4
164	Setting: NYC Street	NEWMAN	1
164	Setting: NYC Street	WOMAN	1
164	Setting: Pinter's parent's house - Elaine visiting	ELAINE	6
164	Setting: The airplane	ELAINE	4
164	Setting: The airplane	JERRY	3
164	Setting: The Coffee shop	ELAINE	4
164	Setting: The Coffee shop	GEORGE	17
164	Setting: The Coffee shop	JERRY	16
164	Setting: The Coffee shop	KRAMER	4
164	Setting: The Coffee shop	SUSAN	4
165	Baskin Robbins	GEORGE	6
165	Elaine's Apartment	ELAINE	7
165	Elaine's Apartment	PUDDY	7
165	Germ-o-Phobe Meeting	ELAINE	1
165	Germ-o-Phobe Meeting	GEORGE	3
165	Germ-o-Phobe Meeting	PUDDY	1
165	Jerry's	JERRY	2
165	Jerry's apartment	ELAINE	6
165	Jerry's apartment	GEORGE	7
165	Jerry's apartment	JERRY	33
165	Jerry's apartment	KRAMER	18
165	Jerry's Apartment-later	JERRY	4
165	Kramer in the Shower	KRAMER	7
165	Kramer in the Shower	PUDDY	6
165	Kramer on the Phone with Jerry	JERRY	3
165	Kramer on the Phone with Jerry	KRAMER	4
165	Kramer's Shower	KRAMER	1
165	Monk's	ELAINE	17
165	Monk's	GEORGE	37
165	Monk's	JERRY	21
165	Monk's	PUDDY	2
165	Peggy's	ELAINE	2
165	Peggy's	PUDDY	5
165	Peggy's Office	ELAINE	3
165	Peterman Meeting	ELAINE	4
165	Peterman Meeting	PETERMAN	3
165	Peterman's-Bathroom	ELAINE	2
165	Rage-a-olic Meeting	GEORGE	4
165	Rage-aholics Meeting	GEORGE	5
165	Restaurant	ELAINE	3
165	Restaurant	KRAMER	4
165	Restaurant	PUDDY	1
165	YMCA	JERRY	4
165	YMCA	KRAMER	7
166	Setting: classy restaurant	JERRY	4
166	Setting: Coffee Shop	ELAINE	7
166	Setting: Coffee Shop	GEORGE	21
166	Setting: Coffee Shop	JERRY	23
166	Setting: H&H; Bagel Shop	ELAINE	7
166	Setting: H&H; Bagel Shop	FRANK	8
166	Setting: H&H; Bagel Shop	KRAMER	22
166	Setting: Horse Track Betting	ELAINE	4
166	Setting: Jerry's apartment	ELAINE	13
166	Setting: Jerry's apartment	GEORGE	11
166	Setting: Jerry's apartment	JERRY	24
166	Setting: Jerry's apartment	KRAMER	13
166	Setting: Kruger Building	GEORGE	1
166	Setting: Kruger Office Building	GEORGE	5
166	Setting: Kruger's office	GEORGE	5
166	Setting: Outside H&H; Bagels	ELAINE	11
166	Setting: Outside H&H; Bagels	KRAMER	7
166	Setting: Taxi Cab	JERRY	4
166	Setting: the Coffee Shop	ESTELLE	1
166	Setting: the Coffee Shop	FRANK	6
166	Setting: the Coffee Shop	GEORGE	9
166	Setting: the Coffee Shop	JERRY	7
166	Setting: the Coffee Shop	KRAMER	3
166	Setting: The Costanza's house	ELAINE	4
166	Setting: The Costanza's house	ESTELLE	2
166	Setting: The Costanza's house	FRANK	13
166	Setting: The Costanza's house	GEORGE	12
166	Setting: The Costanza's house	JERRY	4
166	Setting: The Costanza's house	KRAMER	6
166	Setting: Tim Whatley's apartment	ELAINE	8
166	Setting: Tim Whatley's apartment	GEORGE	2
166	Setting: Tim Whatley's apartment	JERRY	5
166	Setting: Tim Whatley's apartment	WOMAN	1
167	Scene cuts to Elaine, Puddy and Jerry, all in conference	ELAINE	2
167	Scene cuts to Elaine, Puddy and Jerry, all in conference	JERRY	4
167	Scene cuts to Elaine, Puddy and Jerry, all in conference	PUDDY	5
167	Scene cuts to George at the customer complaint window	GEORGE	13
167	Scene cuts to George at the customer complaint window	MAN	2
167	Scene cuts to George at the customer complaint window	WOMAN	3
167	Scene cuts to Kramer and Rick. Still yelling, they slowly come to a stop	KRAMER	2
167	Scene cuts to Kramer. He’s in the car with the salesman, Rick, and they’re driving an unknown street	KRAMER	3
167	Scene cuts to Puddy in the copy room with Elaine. He’s trying to fix the Xerox machine	ELAINE	8
167	Scene cuts to Puddy in the copy room with Elaine. He’s trying to fix the Xerox machine	JERRY	5
167	Scene cuts to Puddy in the copy room with Elaine. He’s trying to fix the Xerox machine	PUDDY	13
167	Scene cuts to the insides of the dealership building. Jerry and George are waiting for a salesman to assist them	ELAINE	6
167	Scene cuts to the insides of the dealership building. Jerry and George are waiting for a salesman to assist them	GEORGE	4
167	Scene cuts to the insides of the dealership building. Jerry and George are waiting for a salesman to assist them	JERRY	4
167	Scene cuts to the insides of the dealership building. Jerry and George are waiting for a salesman to assist them	PUDDY	5
167	Setting: A car dealership	GEORGE	12
167	Setting: A car dealership	JERRY	13
167	Setting: A car dealership	KRAMER	5
167	Setting: Dealership back room	GEORGE	17
167	Setting: Dealership back room	JERRY	5
167	Setting: Dealership back room	MAN	2
167	Setting: Dealership car	KRAMER	20
167	Setting: Dealership office showroom	ELAINE	4
167	Setting: Dealership office showroom	JERRY	4
167	Setting: Dealership office showroom	PUDDY	3
167	Setting: Dealership’s customer service room	GEORGE	7
167	Setting: Dealership’s customer service room	MAN	1
167	Setting: Dealership’s shop	GEORGE	7
167	Setting: Dealership’s shop	JERRY	2
167	Setting: Elaine’s apartment	ELAINE	9
167	Setting: Elaine’s apartment	JERRY	10
167	Setting: Gas station	KRAMER	7
167	Setting: NYC Cab	ELAINE	4
167	Setting: NYC Cab	GEORGE	3
167	Setting: NYC Cab	JERRY	3
167	Setting: Puddy’s office	ELAINE	7
167	Setting: Puddy’s office	GEORGE	13
167	Setting: Puddy’s office	JERRY	21
167	Setting: Puddy’s office	PUDDY	11
168	Elaine at Monk's with George and Jerry.	ELAINE	7
168	Elaine at Monk's with George and Jerry.	GEORGE	7
168	Elaine at Monk's with George and Jerry.	JERRY	5
168	Elaine with Jerry at his apartment.	ELAINE	11
168	Elaine with Jerry at his apartment.	GEORGE	6
168	Elaine with Jerry at his apartment.	JERRY	12
168	Elaine with Jerry at his apartment.	KRAMER	4
168	George pulls down a tab from an ad he sees on the street.	GEORGE	2
168	George sees the delivery man bringing the massage chair into his apartment.	GEORGE	3
168	Jerry in his apartment with Kramer.	GEORGE	10
168	Jerry in his apartment with Kramer.	JERRY	16
168	Jerry in his apartment with Kramer.	KRAMER	12
168	Jerry, at Joe Mayo's party with George.	ELAINE	5
168	Jerry, at Joe Mayo's party with George.	GEORGE	6
168	Jerry, at Joe Mayo's party with George.	JERRY	12
168	Jerry, at Joe Mayo's party with George.	PUDDY	3
168	Jerry, in his apartment with Elaine and George.	ELAINE	7
168	Jerry, in his apartment with Elaine and George.	GEORGE	10
168	Jerry, in his apartment with Elaine and George.	JERRY	18
168	Jerry, in his apartment with Elaine and George.	KRAMER	18
168	Jerry, in his apartment with Elaine and George.	NEWMAN	8
168	Jerry, on the phone with Elaine putting his things back into his wallet	ELAINE	4
168	Jerry, on the phone with Elaine putting his things back into his wallet	JERRY	3
168	Jerry, on the phone with Elaine putting his things back into his wallet	PUDDY	4
168	Keri meeting Jerry on the street. 	JERRY	5
168	Keri putting her things into Jerry's carryal.	JERRY	4
168	Kramer walks on the street with Newman	KRAMER	5
168	Kramer walks on the street with Newman	NEWMAN	5
168	Newman enters Elaine's apartment.	ELAINE	11
168	Newman enters Elaine's apartment.	NEWMAN	11
168	Outside on the Street in front of Jerry's	ELAINE	3
168	Outside on the Street in front of Jerry's	JERRY	9
168	Outside on the Street in front of Jerry's	KRAMER	4
168	Silvio with his wife, Kramer, and Newman in Jerry's apartment.	ELAINE	3
168	Silvio with his wife, Kramer, and Newman in Jerry's apartment.	KRAMER	5
168	Silvio with his wife, Kramer, and Newman in Jerry's apartment.	PUDDY	1
168	Silvio, running up and knocking on Kramer's door.	KRAMER	10
168	Waitress giving Elaine her meal at Monk's.	ELAINE	6
168	Waitress giving Elaine her meal at Monk's.	PUDDY	4
169	At Jerry's the next day.	ELAINE	4
169	At Jerry's the next day.	JERRY	6
169	At Jerry's the next day.	KRAMER	1
169	At Monks	ELAINE	13
169	At Monks	GEORGE	9
169	At Monks	JERRY	7
169	At Monks	KRAMER	3
169	At Peterman's office, next day. Elaine posted her cartoon on her door.	ELAINE	5
169	At Peterman's office, next day. Elaine posted her cartoon on her door.	PETERMAN	5
169	Back to Jerry's	ELAINE	10
169	Back to Jerry's	JERRY	15
169	Back to Jerry's place, evening.	ELAINE	3
169	Back to Jerry's place, evening.	GEORGE	14
169	Back to Jerry's place, evening.	JERRY	16
169	Back to Jerry's place, evening.	KRAMER	10
169	Back to Monks, same day	JERRY	4
169	Back to Monks, same day	NEWMAN	2
169	Cuts to the Samuel Beckett Theatre	JERRY	4
169	Evening at Janet's apt.	GEORGE	2
169	In a restaurant later that evening.	GEORGE	7
169	Janet's apt. She is in the bedroom.	GEORGE	3
169	Jerry's place, Kramer is already there making himself a lunch.	GEORGE	5
169	Jerry's place, Kramer is already there making himself a lunch.	JERRY	9
169	Jerry's place, Kramer is already there making himself a lunch.	KRAMER	11
169	Monks	GEORGE	7
169	Monks	JERRY	13
169	Monks	KRAMER	1
169	Next day at Jerry's	ELAINE	7
169	Next day at Jerry's	JERRY	7
169	Next day at the New Yorker	ELAINE	10
169	Some street, Jerry and Kramer walking	JERRY	8
169	Some street, Jerry and Kramer walking	KRAMER	6
17	Setting: A restaurant	ELAINE	13
17	Setting: A restaurant	GEORGE	14
17	Setting: A restaurant	JERRY	18
17	Setting: An apartment building hallway	GEORGE	9
17	Setting: An apartment building hallway	KRAMER	9
17	Setting: Antonio's apartment	GEORGE	2
17	Setting: Antonio's apartment	KRAMER	3
17	Setting: Coffee shop	ELAINE	3
17	Setting: Coffee shop	GEORGE	5
17	Setting: Coffee shop	JERRY	3
17	Setting: Elaine's apartment	ELAINE	18
17	Setting: Jerry's apartment	ELAINE	18
17	Setting: Jerry's apartment	GEORGE	19
17	Setting: Jerry's apartment	JERRY	33
17	Setting: Jerry's apartment	KRAMER	11
17	Setting: Night club	JERRY	3
170	Day. Alley	ELAINE	8
170	Day. Alley	JERRY	4
170	Day. Elaine & Glenn walking on the street	ELAINE	6
170	Day. Jerry's apartment - Jerry and George	GEORGE	4
170	Day. Jerry's apartment - Jerry and George	JERRY	15
170	Day. Jerry's apartment - Jerry and George	KRAMER	10
170	Day. Monk's - Elaine sits opposite Jerry at a booth	ELAINE	14
170	Day. Monk's - Elaine sits opposite Jerry at a booth	GEORGE	8
170	Day. Monk's - Elaine sits opposite Jerry at a booth	JERRY	18
170	Day. Monk's - Elaine sits opposite Jerry at a booth	KRAMER	6
170	Day. Monk's - George and Loretta	GEORGE	8
170	Day. On street outside Jerry's apartment	ELAINE	11
170	Day. On street outside Jerry's apartment	GEORGE	1
170	Day. On street outside Jerry's apartment	JERRY	19
170	Day. On street outside Jerry's apartment	KRAMER	8
170	Day. Street - Elaine is sat outside a cafe with a man, Glenn	ELAINE	5
170	George's apartment - George is standing, holding a notebook. Maura sits there, listening	GEORGE	4
170	George's apartment - Maura brings two cups over and sits down next to George	GEORGE	4
170	Glenn's apartment - Elaine and Glenn	ELAINE	4
170	Glenn's apartment - squalid, with barely any furniture	ELAINE	8
170	Glenn's apartment - squalid, with barely any furniture	WOMAN	4
170	Jerry's apartment - George, Elaine, Jerry, and Kramer in the background. George is counting bank notes into two piles	ELAINE	2
170	Jerry's apartment - George, Elaine, Jerry, and Kramer in the background. George is counting bank notes into two piles	GEORGE	2
170	Jerry's apartment - George, Elaine, Jerry, and Kramer in the background. George is counting bank notes into two piles	JERRY	2
170	Jerry's apartment - George, Elaine, Jerry, and Kramer in the background. George is counting bank notes into two piles	KRAMER	2
170	Jerry's apartment - Jerry and Elaine	ELAINE	10
170	Jerry's apartment - Jerry and Elaine	JERRY	12
170	Jerry's apartment - Jerry and Elaine	KRAMER	11
170	Jerry's building lobby - Jerry gets into the elevator and is about to press the button when Phil walks in. Jerry's jaw drops. Both men carry a bag of groceries	JERRY	4
170	Lobby of Jerry's building - Jerry emerges from the elevator and walks towards the door. George is behind the glass eating a granola bar. Jerry stares in disgust at it	GEORGE	6
170	Lobby of Jerry's building - Jerry emerges from the elevator and walks towards the door. George is behind the glass eating a granola bar. Jerry stares in disgust at it	JERRY	9
170	Monk's - Jerry and George	GEORGE	12
170	Monk's - Jerry and George	JERRY	13
170	Night. George's apartment - George is lazing on the couch, with a magazine, rubbing an apple on his sweater	GEORGE	4
170	Night. George's apartment - he enters with a too-tanned Loretta, who is carrying flowers	GEORGE	7
170	Night. Pet Cemetery - Jerry and Kramer enter, dressed in their tuxedos. Jerry is carrying a shovel	JERRY	6
170	Night. Pet Cemetery - Jerry and Kramer enter, dressed in their tuxedos. Jerry is carrying a shovel	KRAMER	3
171	Darryl's Apartment	ELAINE	13
171	Florida- clubhouse	JERRY	1
171	Florida- clubhouse	KRAMER	4
171	Florida- clubhouse	MORTY	1
171	Florida- Kramer Campaigning	KRAMER	2
171	Florida- Restaurant	HELEN	4
171	Florida- Restaurant	JERRY	4
171	Florida- Restaurant	MORTY	6
171	Florida- Seinfeld Condo	ELAINE	7
171	Florida- Seinfeld Condo	GEORGE	6
171	Florida- Seinfeld Condo	HELEN	7
171	Florida- Seinfeld Condo	JERRY	22
171	Florida- Seinfeld Condo	KRAMER	6
171	Florida- Seinfeld Condo	MORTY	8
171	Florida-Seinfeld Condo	HELEN	3
171	Florida-Seinfeld Condo	JERRY	14
171	Florida-Seinfeld Condo	KRAMER	15
171	Florida-Seinfeld Condo	MORTY	12
171	George's Car	GEORGE	4
171	Jerry's apartment	ELAINE	7
171	Jerry's Apartment	GEORGE	16
171	Jerry's Apartment	JERRY	8
171	Jerry's Apartment	KRAMER	11
171	Monk's	ELAINE	38
171	Monk's	GEORGE	21
171	Monk's	JERRY	16
171	Outside George's Car on a beach	GEORGE	5
171	Outside the Ross'	GEORGE	3
171	Street	GEORGE	3
172	Elaine and Puddy are at Puddy's apartment.	ELAINE	5
172	Elaine and Puddy are at Puddy's apartment.	PUDDY	5
172	Elaine and Puddy have gone to see a priest, Father Curtis.	ELAINE	3
172	Elaine and Puddy have gone to see a priest, Father Curtis.	PUDDY	3
172	Elaine is getting ready to drive Puddy's car, he's giving her last minute instructions.	ELAINE	5
172	Elaine is getting ready to drive Puddy's car, he's giving her last minute instructions.	PUDDY	4
172	Elaine's hallway. The door opens, Puddy steps out in his bathrobe. There's a newspaper in front of the door across from Elaine's.	ELAINE	9
172	Elaine's hallway. The door opens, Puddy steps out in his bathrobe. There's a newspaper in front of the door across from Elaine's.	PUDDY	9
172	George and Jerry are at Jerry's apartment.	ELAINE	8
172	George and Jerry are at Jerry's apartment.	GEORGE	10
172	George and Jerry are at Jerry's apartment.	JERRY	8
172	George and Jerry are at Jerry's apartment.	KRAMER	5
172	George and Jerry are at the coffee shop.	ELAINE	9
172	George and Jerry are at the coffee shop.	GEORGE	10
172	George and Jerry are at the coffee shop.	JERRY	11
172	Jerry and George are at the coffee shop.	ELAINE	5
172	Jerry and George are at the coffee shop.	GEORGE	14
172	Jerry and George are at the coffee shop.	JERRY	15
172	Jerry and George are back at Jerry's apartment. Jerry is checking his phone messages.	GEORGE	8
172	Jerry and George are back at Jerry's apartment. Jerry is checking his phone messages.	JERRY	13
172	Jerry and Sophie ar at Jerry's apartment.	JERRY	5
172	Jerry and Sophie ar at Jerry's apartment.	KRAMER	5
172	Jerry and Sophie are at Jerry's playing chess.	JERRY	4
172	Kramer and Mickey are back at Mt. Sinai.	KRAMER	3
172	Kramer and Mickey enter Jerry's apartment.	JERRY	11
172	Kramer and Mickey enter Jerry's apartment.	KRAMER	9
172	Kruger's office. George enters, seeing nobody but Mr. Kruger.	GEORGE	5
172	Meeting at George's office. His Boss, Mr. Kruger, is speaking.	GEORGE	2
172	Mr. Kruger and George are burning the midnight oil. George is working, Mr. Kruger is bouncing a ball against the wall and catching it. George is percolating.	GEORGE	5
172	Mt Sanai Hospital. The actors are gathered. Mickey is practicing his part.	KRAMER	2
172	Mt. Sanai Hospital, a woman in a lab coat is handing out envelopes to a group of people, Mickey and Kramer included.	KRAMER	3
172	Mt. Sanai Hospital, a woman in a lab coat is handing out envelopes to a group of people, Mickey and Kramer included.	MAN	2
172	Mt. Sanai Hospital. Kramer is on the table surrounded by med students.	KRAMER	3
172	Office meeting at Kruger Industrial Smoothing.	GEORGE	2
173	Setting: A homeless charity center	GEORGE	6
173	Setting: Bookstore	ELAINE	5
173	Setting: Bookstore	GEORGE	13
173	Setting: Bookstore	JERRY	22
173	Setting: Bookstore	KRAMER	7
173	Setting: Elaine's office	ELAINE	5
173	Setting: Elaine's office	PETERMAN	6
173	Setting: Jerry's apartment	HELEN	4
173	Setting: Jerry's apartment	JERRY	16
173	Setting: Jerry's apartment	KRAMER	11
173	Setting: Jerry's apartment	MORTY	3
173	Setting: Jerry's apartment	NEWMAN	7
173	Setting: Jerry's bedroom	ELAINE	5
173	Setting: Jerry's bedroom	HELEN	2
173	Setting: Jerry's bedroom	JERRY	9
173	Setting: Jerry's bedroom	KRAMER	4
173	Setting: Jerry's bedroom	NEWMAN	4
173	Setting: NYC street	KRAMER	10
173	Setting: NYC street	NEWMAN	11
173	Setting: Park	KRAMER	6
173	Setting: Park	NEWMAN	6
173	Setting: Peterman office building hallway	ELAINE	5
173	Setting: The Annual Peterman Party	ELAINE	2
173	Setting: The Annual Peterman Party	PETERMAN	1
173	Setting: The Coffee shop	ELAINE	15
173	Setting: The Coffee shop	GEORGE	17
173	Setting: The Coffee shop	JERRY	29
174	EXT. CITY SIDEWALK - DAY	GEORGE	13
174	EXT. CITY SIDEWALK - DAY	JERRY	8
174	EXT. CITY SIDEWALK - DAY	KRAMER	3
174	EXT. CITY SIDEWALK - NIGHT	JERRY	5
174	EXT. JERRY'S APARTMENT - DAY	ELAINE	8
174	EXT. JERRY'S APARTMENT - DAY	GEORGE	6
174	EXT. JERRY'S APARTMENT - DAY	JERRY	8
174	EXT. LISI'S APARTMENT - NIGHT	JERRY	2
174	INT. ELAINE'S OFFICE - DAY	ELAINE	3
174	INT. ELAINE'S OFFICE/JERRY'S APARTMENT	ELAINE	3
174	INT. ELAINE'S OFFICE/JERRY'S APARTMENT	JERRY	5
174	INT. ELAINE'S OFFICE/JERRY'S APARTMENT	KRAMER	1
174	INT. J. PETERMAN LUNCHROOM - DAY	ELAINE	4
174	INT. J. PETERMAN'S OFFICE - DAY	ELAINE	13
174	INT. J. PETERMAN'S OFFICE - DAY	PETERMAN	15
174	INT. JERRY'S APARTMENT - DAY	ELAINE	6
174	INT. JERRY'S APARTMENT - DAY	GEORGE	5
174	INT. JERRY'S APARTMENT - DAY	JERRY	14
174	INT. JERRY'S APARTMENT - DAY	KRAMER	19
174	INT. LISI'S APARTMENT - DAY	JERRY	13
174	INT. MARIO'S PIZZA - DAY	GEORGE	10
174	INT. MARIO'S PIZZA - DAY	JERRY	6
174	INT. MONK'S DINER - DAY	ELAINE	5
174	INT. MONK'S DINER - DAY	GEORGE	15
174	INT. MONK'S DINER - DAY	KRAMER	10
174	INT. MONK'S DINER - NIGHT	GEORGE	5
174	INT. MONK'S DINER - NIGHT	JERRY	11
175	EXT. CITY SIDEWALK - DAY	ELAINE	4
175	EXT. CITY SIDEWALK - DAY	MAN	5
175	EXT. CITY STREET - NIGHT	JERRY	10
175	EXT. CITY STREET - NIGHT	KRAMER	6
175	EXT. CITY STREET - NIGHT	MAN	7
175	INT. ELAINE'S APARTMENT - DAY	ELAINE	18
175	INT. ELAINE'S APARTMENT - DAY	GEORGE	1
175	INT. ELAINE'S APARTMENT - DAY	MAN	3
175	INT. ELAINE'S APARTMENT - NIGHT	ELAINE	2
175	INT. JERRY'S APARTMENT - DAY	ELAINE	27
175	INT. JERRY'S APARTMENT - DAY	GEORGE	6
175	INT. JERRY'S APARTMENT - DAY	JERRY	48
175	INT. JERRY'S APARTMENT - DAY	KRAMER	24
175	INT. JERRY'S APARTMENT - NIGHT	ELAINE	3
175	INT. JERRY'S APARTMENT - NIGHT	GEORGE	5
175	INT. JERRY'S APARTMENT - NIGHT	JERRY	13
175	INT. JERRY'S APARTMENT - NIGHT	KRAMER	4
175	INT. KRUGER'S OFFICE BUILDING - DAY	GEORGE	5
175	INT. MEETING ROOM - DAY	GEORGE	3
175	INT. MEETING ROOM - NIGHT	GEORGE	9
175	INT. MONK'S RESTAURANT - DAY	ELAINE	6
175	INT. MONK'S RESTAURANT - DAY	GEORGE	16
175	INT. MONK'S RESTAURANT - DAY	JERRY	26
175	INT. MONK'S RESTAURANT - DAY	KRAMER	14
175	JERRY'S APARTMENT/PHONE BOOTH	JERRY	8
175	JERRY'S APARTMENT/PHONE BOOTH	KRAMER	8
176	EXT. BARRICADE - DAY	ELAINE	5
176	EXT. BLEACHERS - DAY	ELAINE	4
176	EXT. BLEACHERS - DAY	MAN	2
176	EXT. CITY SIDEWALK - CONTINUOUS	ELAINE	2
176	EXT. CITY SIDEWALK - DAY	GEORGE	2
176	EXT. CITY SIDEWALK - NIGHT	ELAINE	2
176	EXT. CITY SIDEWALK - NIGHT	GEORGE	1
176	EXT. CITY SIDEWALK - NIGHT	JERRY	5
176	EXT. CITY SIDEWALK - NIGHT	KRAMER	3
176	EXT. CITY STREET - DAY	ELAINE	4
176	EXT. CITY STREET - DAY	GEORGE	12
176	EXT. CITY STREET - DAY	JERRY	23
176	EXT. CITY STREET - DAY	KRAMER	17
176	EXT. CITY STREET - DAY	MAN	1
176	INT. APARTMENT - DAY	GEORGE	4
176	INT. APARTMENT - DAY	JERRY	12
176	INT. APARTMENT - DAY	KRAMER	14
176	INT. BLEACHERS - DAY	ELAINE	11
176	INT. JERRY'S CAR - DAY	ELAINE	14
176	INT. JERRY'S CAR - DAY	GEORGE	23
176	INT. JERRY'S CAR - DAY	JERRY	35
176	INT. JERRY'S CAR - DAY	KRAMER	23
176	INT. MOVIE LOBBY - DAY	GEORGE	3
176	INT. MOVIE THEATER - DAY	GEORGE	4
176	INT. TAXI CAB - CONTINUOUS	ELAINE	1
176	INT. TAXI CAB - DAY	ELAINE	5
177and178	Jerry's Apartment	ELAINE	2
